sex,race,region,urban,gifted,ice_cream,earningsat25
male,Hispanic,1,1,0,Chocolate,0
female,Hispanic,1,1,0,Chocolate,0
female,Hispanic,1,1,0,Strawberry,28000
female,Hispanic,1,1,0,Butter Pecan,12000
female,Hispanic,1,1,0,Chocolate,0
male,Hispanic,1,1,0,Chocolate,0
female,Hispanic,1,1,0,Vanilla,0
male,Hispanic,1,1,0,Chocolate,0
female,Hispanic,1,1,0,Vanilla,0
female,Black,1,1,0,Vanilla,15000
female,Black,1,1,0,Butter Pecan,17000
female,Black,1,1,0,Strawberry,0
male,Black,1,1,0,Vanilla,0
male,Black,1,1,0,Chocolate,0
female,Black,1,1,0,Strawberry,0
male,Black,1,1,1,Vanilla,72000
female,Black,1,1,0,Vanilla,35000
male,Black,1,1,0,Vanilla,0
female,Black,1,1,0,Vanilla,33000
female,Black,1,1,0,Chocolate,31000
male,Black,1,1,0,Chocolate,0
male,Black,1,1,0,Strawberry,26550
male,Hispanic,1,1,0,Strawberry,50000
male,Hispanic,1,1,0,None,0
male,Black,1,1,0,Strawberry,0
female,Black,1,1,0,Vanilla,60000
female,Black,1,1,0,Vanilla,0
female,Black,1,1,0,Vanilla,0
male,Black,1,1,0,Butter Pecan,15000
male,Black,1,1,0,Butter Pecan,39000
female,Black,1,1,0,Vanilla,50000
female,Black,1,1,0,Chocolate,26000
female,Black,1,1,0,Vanilla,0
male,Black,1,1,0,Chocolate,25000
male,Black,1,1,0,Chocolate,20000
male,Black,1,1,0,Butter Pecan,33000
male,Black,1,1,0,Chocolate,0
female,Black,1,1,0,Strawberry,0
female,Black,1,1,0,Vanilla,22000
male,Black,1,1,0,Vanilla,0
female,Black,1,1,0,Strawberry,38000
female,Black,1,1,0,Butter Pecan,0
female,Black,1,1,0,Vanilla,27000
female,Hispanic,1,1,0,Vanilla,37000
female,Black,1,1,1,Vanilla,28000
female,Black,1,1,0,Vanilla,0
male,Black,1,1,0,Butter Pecan,0
male,Black,1,1,0,Butter Pecan,0
male,Black,1,1,0,Butter Pecan,0
male,Hispanic,3,1,0,Vanilla,12000
male,Hispanic,3,1,0,Vanilla,36000
male,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Strawberry,29000
female,Hispanic,3,1,0,Vanilla,0
male,Hispanic,3,1,0,Vanilla,33000
male,Hispanic,3,1,0,Chocolate,11000
female,Hispanic,3,1,0,Strawberry,14000
female,Hispanic,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Butter Pecan,0
female,Hispanic,3,1,1,Strawberry,4000
male,Hispanic,3,1,0,Butter Pecan,20000
female,Hispanic,3,1,0,Vanilla,21000
male,Hispanic,3,1,0,Chocolate,45000
female,Hispanic,3,1,0,Butter Pecan,35000
female,Hispanic,3,1,0,Vanilla,0
male,Hispanic,3,1,0,Chocolate,30000
female,Hispanic,3,1,0,Strawberry,14400
female,Hispanic,3,1,1,Strawberry,12500
male,Hispanic,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Vanilla,0
female,Hispanic,3,1,0,Vanilla,0
female,Hispanic,3,1,0,Chocolate,25000
male,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Vanilla,0
male,Black,3,1,0,Strawberry,0
male,Black,3,1,0,Strawberry,28000
female,Hispanic,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Butter Pecan,0
male,Hispanic,3,1,0,Chocolate,20000
female,Hispanic,3,1,0,Strawberry,0
female,Hispanic,3,1,0,None,28000
male,Hispanic,3,1,1,Chocolate,3600
female,Hispanic,3,1,0,Chocolate,35000
male,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Chocolate,47000
male,Hispanic,3,1,0,Vanilla,0
male,Hispanic,3,1,0,Strawberry,37000
female,Hispanic,3,1,0,Vanilla,4500
male,Hispanic,3,1,0,Vanilla,36000
male,Hispanic,3,1,0,Chocolate,22000
female,Hispanic,3,1,0,Strawberry,45000
female,Hispanic,3,1,0,Vanilla,30000
male,Hispanic,3,1,1,Strawberry,40000
female,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Chocolate,0
female,Hispanic,3,1,1,Vanilla,20000
female,Hispanic,3,1,0,Vanilla,18720
male,Hispanic,3,1,0,Butter Pecan,800
female,Black,3,1,0,Vanilla,0
male,Black,3,1,0,Strawberry,31000
female,Black,3,1,0,Vanilla,38000
female,Black,3,1,0,None,20000
male,Black,3,1,0,Vanilla,33000
female,Hispanic,3,1,0,Vanilla,0
male,Black,3,1,0,Vanilla,38000
female,Hispanic,3,1,0,Chocolate,18000
female,Black,3,1,0,None,25000
female,Hispanic,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Chocolate,35000
male,Hispanic,3,1,0,Chocolate,29000
female,Hispanic,3,1,0,Chocolate,1200
male,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Butter Pecan,17000
male,Hispanic,3,1,0,Chocolate,41000
male,Hispanic,3,1,0,Chocolate,32000
male,Hispanic,3,1,1,None,23000
female,Hispanic,3,1,0,Strawberry,70000
female,Hispanic,3,1,0,Chocolate,40000
female,Hispanic,3,1,0,Strawberry,23000
male,Hispanic,3,1,0,Vanilla,0
male,Hispanic,3,1,0,Vanilla,22000
male,Hispanic,3,1,0,Strawberry,0
female,Hispanic,3,1,0,Vanilla,0
male,Hispanic,3,1,0,Chocolate,6000
male,Hispanic,3,1,0,Butter Pecan,2000
male,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Chocolate,0
male,Hispanic,3,1,0,Vanilla,45000
male,Hispanic,3,1,0,Chocolate,43000
female,Hispanic,3,1,0,Strawberry,31000
male,Hispanic,3,1,0,Vanilla,25000
female,Hispanic,3,1,0,Strawberry,35000
male,Hispanic,3,1,0,Strawberry,20000
female,Black,3,1,0,Butter Pecan,25900
male,Black,3,1,0,Butter Pecan,10000
female,Black,3,1,1,Vanilla,25000
female,Black,3,1,0,Chocolate,0
male,Black,3,1,0,Strawberry,10000
male,Hispanic,3,1,0,Butter Pecan,10000
male,Black,3,1,0,Strawberry,20000
male,Hispanic,3,1,1,Strawberry,0
male,Hispanic,3,1,0,Strawberry,0
male,Black,3,1,0,Butter Pecan,0
male,Hispanic,3,1,1,None,43000
female,Hispanic,3,1,1,Chocolate,10000
male,Hispanic,3,1,0,Strawberry,50000
male,Hispanic,3,1,0,Vanilla,30000
male,Hispanic,3,1,0,Chocolate,6000
female,Black,3,1,0,Chocolate,0
male,Black,3,1,0,Butter Pecan,0
female,Black,3,1,0,Chocolate,0
male,Black,3,1,0,Butter Pecan,3000
male,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Chocolate,10000
female,Black,3,1,0,Vanilla,0
female,Hispanic,3,1,0,Vanilla,0
male,Hispanic,3,1,0,Chocolate,0
male,Hispanic,3,1,0,Vanilla,0
female,Hispanic,3,1,0,Strawberry,15000
female,Hispanic,3,1,0,Chocolate,0
male,Hispanic,3,1,0,Chocolate,57000
female,Hispanic,3,1,0,Vanilla,0
female,Hispanic,3,1,0,Butter Pecan,0
male,Black,3,1,0,Vanilla,0
male,Black,3,1,0,Strawberry,20000
male,Black,3,1,0,Chocolate,0
male,Black,3,1,0,Butter Pecan,0
male,Black,3,1,0,Butter Pecan,0
male,Black,3,1,0,Strawberry,0
male,Black,3,1,0,Chocolate,56000
male,Black,3,1,0,Vanilla,14300
male,Black,3,1,0,Vanilla,600
male,Hispanic,3,1,0,Chocolate,0
male,Hispanic,3,1,0,Chocolate,0
male,Black,3,1,0,None,0
male,Black,3,1,1,Chocolate,50000
female,Black,3,1,1,None,30000
male,Black,3,1,0,Vanilla,20000
male,Hispanic,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Chocolate,70000
female,Hispanic,3,1,0,Chocolate,30000
female,Black,3,2,0,Strawberry,0
female,Black,3,2,0,Chocolate,0
male,Black,3,2,0,Chocolate,0
male,Black,3,2,0,Vanilla,20000
male,Black,3,1,0,Strawberry,3000
female,Black,3,1,0,Butter Pecan,4000
female,Black,3,1,0,Chocolate,12000
female,Black,3,1,0,Vanilla,0
male,Black,3,0,0,Vanilla,35000
male,Black,3,0,0,Vanilla,0
female,Black,3,0,0,Strawberry,0
male,Black,3,0,0,Vanilla,17000
female,Black,3,2,0,Butter Pecan,15000
male,Black,3,2,0,Strawberry,0
male,Black,3,2,0,Strawberry,26000
male,Black,3,2,0,Butter Pecan,6000
female,Black,3,1,1,Butter Pecan,20000
male,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Strawberry,6000
male,Black,3,2,0,Chocolate,0
male,Black,3,1,0,Vanilla,25000
female,Hispanic,3,2,0,Chocolate,12000
male,Black,3,2,1,Vanilla,25000
female,Black,3,2,1,Strawberry,30000
male,Black,3,1,0,Vanilla,0
male,Black,3,1,0,Strawberry,0
male,Black,3,1,0,Vanilla,35000
male,Black,3,1,0,Vanilla,20000
female,Black,3,1,0,None,26000
male,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Vanilla,0
female,Black,3,1,0,None,33000
female,Black,3,1,0,Chocolate,0
female,Black,3,1,1,Strawberry,27400
male,Black,3,1,0,Chocolate,0
male,Black,3,1,0,Chocolate,0
male,Black,3,1,0,Chocolate,46000
male,Black,3,1,0,Strawberry,0
female,Black,3,1,0,Chocolate,0
female,Black,3,1,0,None,7000
female,Black,3,1,1,Chocolate,15000
female,Black,3,1,0,Chocolate,24000
female,Black,3,1,0,Butter Pecan,30000
female,Black,3,1,1,Strawberry,25000
male,Black,3,1,0,Chocolate,0
male,Black,3,1,1,Vanilla,52000
male,Black,3,1,0,Strawberry,30000
male,Black,3,1,0,Butter Pecan,0
male,Black,3,1,0,Vanilla,2200
male,Black,3,1,0,Vanilla,30000
female,Black,3,1,1,Chocolate,18000
male,Black,3,1,0,Vanilla,2500
male,Black,3,1,0,None,0
male,Black,3,1,0,Vanilla,1500
female,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Butter Pecan,13000
female,Black,3,1,0,Strawberry,0
male,Black,3,1,0,Butter Pecan,0
female,Black,3,1,0,Butter Pecan,7000
male,Black,3,1,0,Chocolate,7000
male,Black,3,1,0,Strawberry,18000
female,Black,3,1,1,Strawberry,45000
male,Black,3,1,0,Vanilla,25000
male,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Butter Pecan,8000
female,Black,3,0,0,Vanilla,0
female,Black,3,0,0,Strawberry,0
female,Black,3,0,0,Vanilla,27000
male,Black,3,2,0,Strawberry,27000
male,Black,3,2,0,Vanilla,0
female,Black,3,2,0,Chocolate,1400
male,Black,3,0,0,None,0
male,Black,3,0,0,Vanilla,0
male,Black,3,0,0,Chocolate,0
male,Black,3,0,0,Vanilla,0
male,Black,3,2,0,Butter Pecan,0
male,Hispanic,4,0,0,Strawberry,27000
female,Hispanic,4,0,0,Vanilla,35000
female,Hispanic,4,0,0,Chocolate,0
male,Black,4,0,0,None,0
male,Hispanic,4,0,0,Butter Pecan,20000
female,Hispanic,4,0,0,Butter Pecan,25000
male,Black,4,0,0,Strawberry,28000
male,Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Strawberry,30000
female,Hispanic,4,1,0,Strawberry,22000
male,Hispanic,4,1,0,Butter Pecan,10000
male,Hispanic,4,1,0,Strawberry,30000
female,Hispanic,4,1,0,Butter Pecan,28000
male,Black,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Butter Pecan,0
male,Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Butter Pecan,13000
male,Hispanic,4,1,0,Strawberry,800
female,Hispanic,4,1,0,Vanilla,0
male,Hispanic,4,1,0,Vanilla,25000
male,Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Chocolate,0
male,Hispanic,3,1,0,Strawberry,8000
female,Black,3,1,0,Strawberry,7800
female,Black,3,1,1,Strawberry,15000
female,Black,3,1,0,Chocolate,0
female,Black,3,1,1,Strawberry,41600
male,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Vanilla,0
female,Black,3,1,1,Chocolate,1000
male,Black,3,1,0,Vanilla,28000
female,Black,3,1,0,Butter Pecan,23200
female,Black,3,1,0,Vanilla,21000
male,Black,3,1,0,Strawberry,5000
male,Black,3,2,0,Vanilla,0
male,Black,3,2,0,Chocolate,0
female,Black,3,2,0,Butter Pecan,5000
female,Black,3,1,0,Butter Pecan,13000
female,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Vanilla,1000
female,Black,3,2,0,Strawberry,0
male,Black,3,2,0,Vanilla,0
female,Black,3,2,0,Strawberry,13000
female,Black,3,1,1,Vanilla,29000
male,Black,3,1,1,Strawberry,37000
male,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Strawberry,0
male,Black,3,1,0,Vanilla,0
female,Black,3,1,1,Vanilla,23000
female,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Strawberry,0
male,Black,3,1,0,Vanilla,29000
male,Black,3,2,0,Vanilla,0
female,Black,3,1,1,Butter Pecan,33000
male,Black,3,1,0,Strawberry,23000
male,Black,3,1,0,Vanilla,4000
male,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Butter Pecan,0
female,Black,3,1,0,Chocolate,3816
male,Black,3,1,0,Chocolate,28000
male,Black,3,1,0,Vanilla,0
female,Black,4,1,0,Chocolate,37000
male,Black,4,1,0,Strawberry,3000
female,Black,4,1,0,Chocolate,1200
female,Black,4,1,0,Butter Pecan,7000
female,Hispanic,4,1,0,None,0
female,Black,4,1,0,Butter Pecan,5000
female,Black,4,1,0,Chocolate,0
female,Black,4,1,0,Strawberry,0
male,Black,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Strawberry,70000
male,Hispanic,4,1,0,Vanilla,26000
male,Hispanic,4,1,0,Chocolate,15000
male,Black,4,1,0,Chocolate,48000
female,Black,4,1,0,Butter Pecan,25000
female,Black,4,1,0,Vanilla,0
male,Black,4,1,0,Strawberry,0
female,Hispanic,4,1,0,Chocolate,40000
male,Hispanic,4,1,0,None,0
male,Hispanic,4,1,0,Vanilla,37000
male,Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Strawberry,30000
male,Hispanic,4,1,0,Strawberry,10000
male,Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,1,0,Vanilla,10000
male,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Vanilla,17500
female,Hispanic,4,1,0,Vanilla,30000
male,Hispanic,4,1,0,Strawberry,14000
female,Hispanic,4,1,0,Vanilla,40000
male,Hispanic,4,1,0,Chocolate,42744
male,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,0,Chocolate,26000
male,Hispanic,4,1,0,Chocolate,27000
female,Hispanic,4,1,0,Chocolate,20000
male,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Vanilla,21000
female,Hispanic,4,1,0,Vanilla,13000
female,Hispanic,4,1,0,Vanilla,10000
female,Hispanic,4,1,0,Chocolate,20000
female,Hispanic,4,1,0,Chocolate,26000
male,Hispanic,4,1,1,Strawberry,0
male,Black,4,1,0,Vanilla,0
male,Black,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,1,1,Vanilla,0
male,Hispanic,4,1,0,Vanilla,23000
female,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Strawberry,40000
female,Hispanic,4,1,0,Vanilla,0
male,Hispanic,4,1,0,Vanilla,0
male,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,0,0,Chocolate,0
female,Hispanic,4,0,0,Vanilla,5000
male,Hispanic,4,0,0,Strawberry,13000
male,Hispanic,4,0,0,Vanilla,30000
male,Hispanic,4,1,0,Chocolate,80471
male,Hispanic,4,1,0,Chocolate,30000
male,Hispanic,4,1,0,Vanilla,25000
male,Hispanic,4,1,0,Strawberry,26000
female,Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,1,0,Chocolate,31000
female,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,1,Strawberry,12000
male,Hispanic,4,1,0,Chocolate,40000
male,Hispanic,4,1,0,Chocolate,35000
male,Hispanic,4,0,0,Vanilla,0
male,Hispanic,4,0,0,Chocolate,2600
male,Hispanic,4,0,0,Vanilla,0
male,Hispanic,4,0,0,Strawberry,60000
female,Hispanic,4,0,0,Vanilla,8000
female,Hispanic,4,0,0,Chocolate,5000
female,Hispanic,4,0,0,Vanilla,0
female,Hispanic,4,0,0,Strawberry,5000
male,Hispanic,4,0,0,Strawberry,23000
female,Hispanic,4,1,0,Chocolate,21000
male,Hispanic,4,1,0,Vanilla,15000
male,Hispanic,4,1,0,Strawberry,45000
male,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,0,None,28000
female,Hispanic,4,1,0,Chocolate,34000
male,Hispanic,4,1,0,Strawberry,18000
female,Hispanic,4,1,0,Strawberry,29000
male,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,1,Vanilla,38000
female,Hispanic,4,1,0,None,0
female,Hispanic,4,1,0,Strawberry,14000
female,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Butter Pecan,18000
female,Hispanic,4,1,0,Butter Pecan,16000
male,Hispanic,4,1,1,Chocolate,52000
male,Hispanic,4,1,0,Chocolate,30000
female,Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Chocolate,25000
male,Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Strawberry,22000
female,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Vanilla,12000
male,Hispanic,4,1,1,Strawberry,25000
male,Hispanic,4,1,0,Butter Pecan,35000
female,Hispanic,4,1,0,Strawberry,3500
female,Hispanic,4,1,0,Chocolate,3000
male,Hispanic,4,1,0,None,30000
female,Hispanic,4,1,0,None,35000
female,Hispanic,4,1,0,Butter Pecan,21000
female,Hispanic,4,1,0,Strawberry,28000
female,Hispanic,4,0,0,Vanilla,500
male,Hispanic,4,0,0,Chocolate,24000
male,Hispanic,4,0,0,Strawberry,48000
female,Hispanic,4,0,0,Butter Pecan,39000
male,Hispanic,4,0,0,Chocolate,0
female,Hispanic,4,0,0,Chocolate,0
female,Hispanic,4,0,1,Chocolate,43000
female,Hispanic,4,0,0,Vanilla,32000
male,Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Chocolate,14563
male,Hispanic,4,1,0,Vanilla,24000
female,Hispanic,4,1,0,None,18000
female,Hispanic,4,1,0,None,25000
male,Hispanic,4,1,0,Chocolate,45000
female,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,0,Chocolate,22000
male,Hispanic,4,1,0,Vanilla,27000
male,Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,1,0,Butter Pecan,24000
male,Hispanic,4,1,0,Vanilla,4300
female,Hispanic,4,1,0,Chocolate,5000
male,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Chocolate,10000
male,Hispanic,4,1,0,Vanilla,14000
female,Hispanic,4,1,0,Vanilla,21600
female,Hispanic,4,1,1,None,0
male,Hispanic,4,1,0,None,0
male,Black,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Chocolate,40000
male,Hispanic,4,1,1,Vanilla,41000
female,Hispanic,4,1,0,Butter Pecan,0
male,Black,4,1,0,Chocolate,0
male,Black,4,1,0,Strawberry,37000
male,Hispanic,4,1,0,Chocolate,45000
female,Hispanic,4,1,0,Strawberry,18000
female,Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,1,0,Vanilla,0
male,Hispanic,4,1,0,Strawberry,10000
female,Hispanic,4,1,0,Chocolate,34000
male,Hispanic,4,1,0,Vanilla,36000
male,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,None,0
male,Hispanic,4,1,0,None,26656
male,Hispanic,4,1,0,Vanilla,0
male,Hispanic,4,1,1,Butter Pecan,0
male,Hispanic,4,1,0,Butter Pecan,0
male,Black,4,1,0,Vanilla,40000
male,Hispanic,4,1,0,Chocolate,29000
female,Hispanic,4,0,0,Butter Pecan,29000
male,Hispanic,4,1,0,None,18000
male,Hispanic,4,1,0,Strawberry,15000
female,Hispanic,4,1,0,None,40000
female,Hispanic,4,1,0,None,0
female,Hispanic,4,1,0,Strawberry,12000
female,Hispanic,4,1,0,Butter Pecan,31000
male,Hispanic,4,1,0,Butter Pecan,0
female,Hispanic,4,1,0,Butter Pecan,10000
female,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,None,13000
female,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Strawberry,29000
female,Hispanic,4,1,0,Strawberry,38000
male,Hispanic,4,1,0,Vanilla,28000
female,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Butter Pecan,0
male,Hispanic,4,1,0,Chocolate,42000
female,Hispanic,4,1,1,Vanilla,20000
female,Hispanic,4,1,1,Butter Pecan,38000
female,Hispanic,4,1,1,Vanilla,30000
female,Hispanic,4,1,0,None,44000
male,Hispanic,4,1,0,Vanilla,0
male,Hispanic,4,1,0,Vanilla,12000
male,Hispanic,4,1,0,Strawberry,24000
male,Hispanic,4,1,0,Strawberry,42000
female,Hispanic,4,1,0,Chocolate,12000
male,Hispanic,4,1,0,None,24000
male,Hispanic,4,1,0,Chocolate,8000
female,Hispanic,4,0,1,Vanilla,20000
male,Hispanic,4,0,0,Strawberry,0
female,Hispanic,4,0,1,None,20000
male,Hispanic,4,0,0,Strawberry,0
female,Hispanic,4,0,0,Chocolate,10000
female,Hispanic,4,1,0,Vanilla,0
male,Hispanic,4,1,0,Strawberry,32000
female,Hispanic,4,1,0,Vanilla,6000
female,Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,1,0,Strawberry,0
female,Hispanic,1,1,0,Chocolate,7000
female,Hispanic,1,1,0,Vanilla,20000
female,Black,1,1,0,Chocolate,0
female,Black,1,1,0,Butter Pecan,45000
male,Black,1,1,0,Chocolate,0
female,Black,1,1,0,Butter Pecan,38000
female,Hispanic,1,1,0,Chocolate,0
female,Black,3,1,0,Butter Pecan,0
female,Black,3,1,0,Butter Pecan,0
male,Black,3,1,0,Chocolate,0
male,Hispanic,3,1,0,Vanilla,65000
female,Black,3,1,0,None,0
female,Black,3,1,0,Vanilla,16795
male,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Strawberry,0
female,Black,3,1,1,Chocolate,0
male,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Butter Pecan,0
male,Black,3,1,0,Chocolate,8000
male,Black,3,1,0,Butter Pecan,0
male,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Butter Pecan,0
female,Black,3,1,0,Vanilla,30000
female,Hispanic,3,1,0,Chocolate,21000
female,Black,3,1,0,Strawberry,0
female,Black,3,1,0,Strawberry,46000
female,Black,3,1,0,Strawberry,29000
male,Black,3,1,0,Strawberry,0
female,Black,3,1,0,Vanilla,15000
male,Black,3,1,0,Butter Pecan,0
male,Black,3,1,0,Vanilla,35353
male,Black,3,1,0,Strawberry,0
male,Black,3,1,0,Chocolate,0
female,Black,3,1,0,None,0
male,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Vanilla,15000
female,Black,3,1,0,Strawberry,0
male,Black,3,1,0,Strawberry,0
male,Black,3,1,0,Strawberry,40000
female,Black,3,1,0,Chocolate,0
male,Black,3,1,0,Chocolate,1500
female,Hispanic,3,1,0,Strawberry,18000
female,Black,3,1,0,Butter Pecan,16997
female,Black,3,1,0,Butter Pecan,0
female,Black,3,1,0,Butter Pecan,800
male,Black,3,1,0,Vanilla,60000
female,Black,3,1,0,Butter Pecan,0
male,Black,3,1,0,Butter Pecan,10000
female,Black,3,1,0,Vanilla,0
male,Black,3,0,0,Strawberry,11500
male,Black,3,0,0,Strawberry,0
female,Black,3,0,0,Strawberry,0
male,Black,3,0,0,Vanilla,0
male,Black,3,0,0,Butter Pecan,0
female,Hispanic,3,0,0,Vanilla,24000
female,Black,3,0,0,Vanilla,24000
male,Black,3,0,0,Butter Pecan,40000
female,Black,3,1,0,Butter Pecan,0
male,Black,3,1,0,Vanilla,0
male,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Butter Pecan,21275
male,Black,3,1,0,Butter Pecan,1100
male,Black,3,1,0,Strawberry,0
male,Hispanic,3,1,0,Vanilla,14000
male,Hispanic,3,1,0,Vanilla,0
male,Hispanic,3,1,0,Vanilla,31000
male,Hispanic,3,1,0,Strawberry,27000
male,Black,3,1,0,Vanilla,18000
male,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Chocolate,0
female,Hispanic,3,1,0,Vanilla,22000
female,Hispanic,3,1,0,Strawberry,0
female,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Vanilla,35000
female,Black,3,1,1,Chocolate,25000
female,Black,3,1,1,Butter Pecan,0
female,Black,3,1,0,Chocolate,20000
female,Black,3,1,0,Vanilla,30000
female,Hispanic,3,1,0,Vanilla,0
male,Hispanic,3,1,0,Chocolate,30000
female,Black,3,1,0,Butter Pecan,200
male,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Strawberry,20000
male,Black,3,1,0,Vanilla,32000
female,Black,3,1,0,Strawberry,0
female,Black,3,1,0,Strawberry,800
male,Black,3,1,0,Chocolate,47000
male,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Butter Pecan,0
female,Hispanic,3,2,0,Chocolate,0
male,Hispanic,3,2,0,Vanilla,0
male,Hispanic,3,1,0,Vanilla,0
female,Hispanic,3,1,0,Chocolate,0
male,Hispanic,3,1,0,Strawberry,0
female,Black,3,1,0,Strawberry,0
female,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Butter Pecan,0
male,Black,3,2,0,Vanilla,17000
female,Black,3,1,0,Chocolate,18000
male,Black,3,1,0,Vanilla,0
female,Black,3,1,0,Butter Pecan,0
male,Black,3,1,0,Vanilla,5000
female,Black,3,1,0,Strawberry,0
female,Black,3,1,0,Strawberry,0
female,Black,3,1,0,Chocolate,2000
male,Black,3,1,0,Chocolate,0
female,Black,3,1,0,Butter Pecan,42000
female,Black,3,1,0,Strawberry,0
male,Black,3,1,0,Butter Pecan,0
male,Black,3,1,0,Chocolate,10000
male,Black,3,1,0,Strawberry,0
female,Black,3,2,0,Butter Pecan,17000
male,Black,3,1,0,Butter Pecan,3000
male,Black,3,1,0,Vanilla,0
male,Black,3,1,0,Vanilla,1200
female,Black,3,1,0,Butter Pecan,10000
male,Black,3,1,0,Strawberry,0
female,Black,3,1,0,Chocolate,12000
male,Black,3,1,0,Strawberry,13000
female,Black,3,1,0,Butter Pecan,0
male,Black,3,2,0,Butter Pecan,35000
female,Black,3,2,0,Vanilla,0
male,Black,3,2,0,Butter Pecan,0
female,Black,3,1,0,Chocolate,16000
male,Black,3,1,0,Strawberry,0
female,Black,3,0,0,Vanilla,19800
male,Black,3,0,0,Vanilla,10000
female,Black,3,1,0,Butter Pecan,17000
